job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
Research Scientist,74791,69,92,56.53691513252083
Machine Learning Engineer,84255,91,81,83.45054105492815
Computer Vision Engineer,79842,45,34,33.72913100626367
Research Scientist,90721,62,73,77.33233682020446
Software Engineer AI,67836,1,79,79.24330299303503
Computer Vision Engineer,144022,90,17,31.28758259959149
Data Scientist,140647,30,75,67.98823858427133
Research Scientist,59323,20,81,70.46755659134789
NLP Engineer,117454,60,5,37.956843352614555
Machine Learning Engineer,79769,46,81,53.4365714956107
Computer Vision Engineer,55317,39,38,74.0914039988451
NLP Engineer,144880,58,59,31.15804302438559
Research Scientist,171569,96,87,41.92117188472804
Data Scientist,87707,91,27,68.25244048196585
Computer Vision Engineer,89742,67,30,63.54601281033053
Computer Vision Engineer,31604,42,39,40.41844154063436
Software Engineer AI,128638,19,59,41.34972685458985
Machine Learning Engineer,193420,98,25,23.48119665571032
Computer Vision Engineer,175392,16,34,18.05281315214694
AI Engineer,73980,79,32,57.869410793778925
Data Analyst,38705,20,14,35.28334810454918
AI Engineer,94836,17,14,60.42968205677606
Data Analyst,108014,47,96,36.15426281257221
Computer Vision Engineer,110186,19,26,39.489605530683875
Data Scientist,53546,60,20,37.82499228846065
Data Analyst,91366,16,60,18.332284313043687
Computer Vision Engineer,125514,73,97,47.85866556412604
Data Scientist,145444,85,37,12.213000862309665
Data Analyst,104957,88,34,53.75178362964415
NLP Engineer,142020,9,78,69.88839098645879
Machine Learning Engineer,96217,48,79,50.52299055229045
AI Engineer,71609,63,37,62.57394437140837
Data Analyst,78171,36,71,86.32528398204823
Research Scientist,103875,2,55,25.633200725923217
Data Analyst,55840,73,38,28.10269791364611
Computer Vision Engineer,57783,56,22,74.68384437689355
AI Engineer,170868,6,75,55.20876088932767
Research Scientist,111910,49,40,43.09966186799711
Machine Learning Engineer,146934,6,55,75.68661800877595
Machine Learning Engineer,181136,90,9,55.27354741224622
Research Scientist,32341,62,26,61.67640131258732
NLP Engineer,90397,67,70,36.73603402883938
NLP Engineer,70700,25,52,50.75602913090875
Data Analyst,41642,65,41,67.55349877879502
Machine Learning Engineer,70433,90,98,49.37420233271175
Software Engineer AI,174930,36,3,83.71931802500805
Machine Learning Engineer,105234,42,55,36.36171246288626
Research Scientist,181845,83,87,64.10405456079208
Research Scientist,114449,72,69,51.67783733087314
Research Scientist,196548,67,50,38.91057925163386
Computer Vision Engineer,66165,46,42,36.21196369517153
Software Engineer AI,75555,70,19,28.978591867271067
Machine Learning Engineer,78765,29,64,56.290753352272986
Computer Vision Engineer,114248,29,14,66.44275835054493
AI Engineer,48018,45,17,26.3461723415235
NLP Engineer,69100,58,68,55.922588836311895
NLP Engineer,70076,64,71,46.68114236815055
Software Engineer AI,109102,22,37,46.72705691970923
NLP Engineer,74813,35,41,66.02323836786702
Data Scientist,65156,38,68,39.641087883182685
Data Analyst,71073,98,65,43.09696925995456
AI Engineer,67850,73,12,28.824616696988933
Research Scientist,41329,51,60,46.976431621207446
Software Engineer AI,158645,94,73,73.33744338263298
AI Engineer,90691,76,33,49.68732165769708
Machine Learning Engineer,221695,68,28,54.70572553614195
AI Engineer,85868,7,47,76.71283023414276
AI Engineer,70490,48,68,89.85088613496586
Data Analyst,36093,52,96,45.57878511660235
Research Scientist,118791,55,35,44.188505659616666
Software Engineer AI,60351,53,72,70.87834513214456
Data Analyst,37586,80,91,64.99717191722623
AI Engineer,84869,26,27,20.532228317036463
NLP Engineer,79141,8,93,91.60674649403096
Data Scientist,28000,94,37,55.64534902907705
Data Scientist,108607,83,59,72.70001728622688
AI Engineer,63915,86,69,34.196929566356886
Software Engineer AI,79996,82,93,36.664371204041274
NLP Engineer,180691,56,39,52.31755536781572
AI Engineer,95271,91,13,27.134094055597497
NLP Engineer,70698,25,88,73.20924419097099
Data Analyst,55059,37,27,48.61607748784491
Computer Vision Engineer,91892,89,58,41.95513198219049
Research Scientist,69175,9,13,75.25120146343488
Software Engineer AI,108443,45,18,74.26868202835745
Data Scientist,185643,15,96,60.98461648446346
Software Engineer AI,30020,98,43,88.37209818260624
Software Engineer AI,169013,61,33,55.12248152892987
Data Analyst,52032,73,77,66.83874840837518
NLP Engineer,102791,76,100,36.53722552641804
Research Scientist,133087,31,18,44.408198883809064
Research Scientist,82512,37,34,58.74001391139315
Research Scientist,33553,84,47,39.13762725882072
Computer Vision Engineer,56532,28,16,59.70873329087098
Data Analyst,33177,70,7,60.716096082676394
AI Engineer,100708,9,56,81.8966069318409
Computer Vision Engineer,70570,44,77,40.93628072041155
AI Engineer,139734,81,85,73.3501686382761
NLP Engineer,107225,64,30,46.61379588671166
Machine Learning Engineer,140829,71,12,45.71759580363931
Computer Vision Engineer,84038,91,10,59.01910829992014
NLP Engineer,109854,33,31,71.90947833406625
Research Scientist,204797,62,65,47.73036239823664
Machine Learning Engineer,145107,93,1,59.38835888022016
AI Engineer,74356,34,73,71.20310200453518
Research Scientist,98680,61,88,49.04552216124656
Research Scientist,170889,47,14,67.18995962800497
AI Engineer,65861,7,36,77.15302635840929
Computer Vision Engineer,73771,71,61,24.95967170947583
Data Analyst,77211,2,51,69.68335554290572
Research Scientist,73527,36,54,33.07937426816197
Computer Vision Engineer,164399,95,65,70.3557631152945
AI Engineer,191901,73,76,24.906920526613764
Data Analyst,28000,74,41,67.11680264454958
Data Analyst,28000,75,81,49.02292371122661
Research Scientist,34440,35,27,65.92031011672903
Data Scientist,132405,93,18,43.85965010016376
Research Scientist,158214,52,97,56.15858069547559
Research Scientist,77560,75,3,83.84383927902897
Machine Learning Engineer,52039,57,61,34.44756330832931
Research Scientist,37803,92,4,52.50662602556045
Software Engineer AI,161767,82,96,11.506401913927974
Research Scientist,139173,17,67,24.073271803050737
AI Engineer,61825,83,83,58.459890967155104
Computer Vision Engineer,99658,31,92,37.91892030860608
Software Engineer AI,136079,46,49,53.69146784390982
Data Analyst,52113,91,40,66.20670896107154
Computer Vision Engineer,148317,49,44,16.492001832844977
Data Scientist,28000,79,74,79.76180872163516
Data Scientist,89013,21,43,66.80280238101041
AI Engineer,207961,40,65,74.25391233033139
Data Scientist,141820,28,36,46.751133243603064
Computer Vision Engineer,107767,38,39,54.34421878582707
NLP Engineer,92772,57,81,43.28831344756694
Research Scientist,105050,65,30,88.03565579033507
Computer Vision Engineer,138802,100,26,99.8603407542876
Machine Learning Engineer,85305,69,72,93.4687117986071
Data Scientist,140753,36,70,40.5305352238563
AI Engineer,64874,57,60,65.71536567660331
Software Engineer AI,135167,41,47,75.93958562994966
Data Analyst,85874,22,100,69.73141483311635
Research Scientist,200417,47,71,37.45491281068338
Data Scientist,68260,60,45,51.665517528757626
Software Engineer AI,188398,54,66,6.22404155902732
NLP Engineer,47608,47,58,51.904951256524264
Data Scientist,66289,6,52,45.46240608364178
Research Scientist,121134,35,5,33.33555106355469
NLP Engineer,192548,62,82,42.32823424234182
Computer Vision Engineer,62717,45,15,41.751732800720376
Data Analyst,79007,13,42,72.01338061011832
Software Engineer AI,55121,20,88,63.66735530694194
Machine Learning Engineer,67988,97,28,80.59241752382756
Computer Vision Engineer,155203,64,42,40.48377577472392
Research Scientist,103358,39,92,54.61934989683875
Machine Learning Engineer,164528,44,88,79.42161854303937
Data Analyst,48401,52,73,54.800467263989866
Machine Learning Engineer,79684,16,14,57.394007990588975
NLP Engineer,149891,29,29,62.37406584864961
Machine Learning Engineer,92510,8,75,70.47582535172373
Software Engineer AI,76454,54,13,92.60250641430504
Data Scientist,72184,17,54,55.24412514639935
Research Scientist,70653,64,6,63.568150066779886
Research Scientist,35466,28,43,59.69040569263339
Data Scientist,82257,98,93,42.45141018307122
Research Scientist,74218,8,66,41.24290752770055
Research Scientist,70264,23,36,50.0807997712786
AI Engineer,91924,15,10,43.85290515887874
NLP Engineer,137576,42,80,39.75590101679777
Computer Vision Engineer,68063,38,84,54.58438825481695
NLP Engineer,130305,36,78,100.0
Software Engineer AI,124048,21,26,52.81177422601593
Research Scientist,85427,85,62,43.71302314660696
Research Scientist,217156,64,87,47.94973223975931
Research Scientist,99589,12,37,33.45384511706989
Machine Learning Engineer,121670,49,53,41.08135827555725
Machine Learning Engineer,139069,38,21,68.44696937649111
Machine Learning Engineer,39457,25,41,33.97337500663485
AI Engineer,155894,35,67,82.44665442868254
Research Scientist,77822,87,44,96.43275408991344
Software Engineer AI,67118,73,86,69.58165281812079
Machine Learning Engineer,152963,42,27,9.451660636457618
Data Scientist,84243,14,7,37.554021192952945
Data Scientist,113517,89,32,88.0947069736845
AI Engineer,128886,5,89,83.47357563512013
Computer Vision Engineer,73694,35,59,49.882511282169474
Research Scientist,43420,40,7,69.50778193144758
Computer Vision Engineer,54240,33,27,49.896868872326536
Machine Learning Engineer,75610,10,36,66.46087127828967
Research Scientist,205207,70,64,33.08926240693093
Data Scientist,97858,90,35,60.35694799451278
NLP Engineer,99730,86,53,56.57982328861552
Machine Learning Engineer,99464,88,48,81.97386438243974
Data Scientist,88912,88,6,76.7891196120639
AI Engineer,56393,71,78,9.58932443384608
Research Scientist,78385,22,11,53.28992057091528
Software Engineer AI,97783,75,11,60.29463032984275
Software Engineer AI,80756,25,21,53.745601051416216
Data Scientist,111252,49,24,64.06974679085515
Research Scientist,76011,76,20,52.3638920924939
Software Engineer AI,115214,2,5,48.729447047151254
Machine Learning Engineer,74166,65,95,45.205422145101416
Machine Learning Engineer,118645,9,10,41.74602959908663
Research Scientist,73354,38,90,61.68334711064746
Computer Vision Engineer,123595,53,29,32.37946959044811
Software Engineer AI,123895,80,4,68.9793853028896
Research Scientist,134003,100,24,57.3125656777886
Data Analyst,56523,76,52,59.90582009128416
Software Engineer AI,58636,64,11,93.20269381100204
Research Scientist,154576,9,25,67.12520182345769
AI Engineer,72467,59,62,14.768973110557049
Machine Learning Engineer,124699,56,94,50.68526745458444
Machine Learning Engineer,145027,4,100,43.03715853059555
AI Engineer,76280,29,65,38.06333837445936
Data Scientist,78861,56,100,48.47697185887127
NLP Engineer,53439,23,73,50.339059079731136
NLP Engineer,181133,51,64,59.33710388403314
Research Scientist,91642,77,72,15.974067809102976
Data Scientist,52352,39,54,65.72777112134864
Data Analyst,57814,78,6,59.97139963977284
Data Analyst,50090,48,33,34.68536267489927
Software Engineer AI,68523,9,20,21.963110481315397
Computer Vision Engineer,55744,9,98,37.922138370485975
NLP Engineer,57377,53,55,68.89575098843456
Data Scientist,95434,51,42,40.63003541638896
AI Engineer,142473,54,86,49.47009094797246
Software Engineer AI,55612,49,20,77.59432154578063
Data Analyst,42872,80,58,72.21908084523767
AI Engineer,32769,82,34,22.410616392775495
Research Scientist,43603,74,94,30.953168555485064
AI Engineer,86156,8,74,74.723628885782
Software Engineer AI,113089,61,86,61.064220853387866
Machine Learning Engineer,139466,36,99,74.02800025356598
Software Engineer AI,42441,25,66,49.84883335996845
AI Engineer,101937,40,64,52.3277240713922
Data Analyst,54977,92,2,64.97049005175288
NLP Engineer,157212,4,60,69.57153287687613
Software Engineer AI,115805,41,53,59.78730660181658
AI Engineer,37830,1,67,100.0
NLP Engineer,54555,60,1,36.50152950846084
Research Scientist,84509,28,95,48.71133514027334
AI Engineer,143912,67,14,79.07544070643266
Computer Vision Engineer,162216,90,54,45.93568278742118
Software Engineer AI,63504,44,34,31.25280390513215
Data Analyst,93795,34,60,33.45076085550162
Research Scientist,57659,33,27,40.3960157890246
Machine Learning Engineer,78140,1,13,57.59767274200911
Data Scientist,146304,73,53,62.39925470928357
Data Analyst,62487,44,19,64.55540121973449
Machine Learning Engineer,180712,29,89,49.631024110066605
Software Engineer AI,71832,66,38,58.68135572965142
Software Engineer AI,69612,84,51,38.48629574446728
Data Scientist,88586,95,3,32.55199249087165
Computer Vision Engineer,66967,22,70,54.572333626570185
AI Engineer,73110,67,74,98.71433969195247
Data Analyst,58050,14,40,74.33338783896292
Software Engineer AI,122310,56,82,57.54000910167895
Data Analyst,114040,66,88,40.73432515308378
Software Engineer AI,128715,14,64,48.69761873546254
Research Scientist,176758,21,38,66.00366112267757
AI Engineer,81865,20,62,77.45771893922839
Computer Vision Engineer,192153,2,88,25.512684867698916
Machine Learning Engineer,44317,74,99,84.85807603806714
AI Engineer,115147,89,61,41.6326605557595
Software Engineer AI,45831,80,60,48.77791998530884
NLP Engineer,105963,18,34,89.42459893544826
AI Engineer,146998,10,12,67.82289473759012
Data Analyst,48959,19,75,66.92531184250498
NLP Engineer,129253,64,29,50.19940103861724
AI Engineer,55662,58,98,62.51157887773108
NLP Engineer,110295,19,73,17.032659594908324
Research Scientist,84929,78,85,46.66451671261052
Machine Learning Engineer,32561,61,41,66.17335670397328
Research Scientist,98021,41,78,27.937866712438996
Data Scientist,95929,27,56,67.00224657683883
Computer Vision Engineer,74004,26,72,36.805476399536346
AI Engineer,178026,8,98,67.8091460471048
AI Engineer,63069,14,75,22.91750966780215
Machine Learning Engineer,50295,32,95,57.7406164493043
NLP Engineer,37373,45,23,69.0136660715127
Machine Learning Engineer,161020,73,34,50.1287654068584
AI Engineer,96152,35,93,74.33657055281424
Software Engineer AI,115905,95,45,24.097229907463785
Data Analyst,78148,2,75,62.118356300236606
Research Scientist,73915,56,2,59.92693929229787
NLP Engineer,132079,81,78,59.84127738390905
Computer Vision Engineer,189039,32,69,38.904171110823
Data Analyst,75533,74,99,6.745125860628825
Computer Vision Engineer,99127,88,83,39.06159490126881
Data Scientist,98728,88,98,44.01290343505133
Machine Learning Engineer,67482,53,23,57.881673989063714
Research Scientist,95971,97,98,52.43929344237369
Machine Learning Engineer,89435,51,20,21.42474331041433
Software Engineer AI,82608,40,19,89.01907303256891
Data Analyst,92386,43,66,73.25391547964358
Data Scientist,107810,9,49,89.10283727980621
Software Engineer AI,80102,46,55,60.72202550813237
Machine Learning Engineer,75343,23,38,84.92501968427605
Research Scientist,58284,54,41,69.0278670638536
Data Analyst,81350,53,43,72.00725092770004
Research Scientist,188784,2,41,50.67287374510091
NLP Engineer,74502,94,21,69.35011062611319
Software Engineer AI,58438,98,23,55.91118727997035
Computer Vision Engineer,52133,17,29,48.75471892792582
Software Engineer AI,40890,69,100,74.83347851709068
AI Engineer,134441,19,12,54.9620399169008
Computer Vision Engineer,75170,90,97,18.253192591363387
Computer Vision Engineer,119787,11,73,71.53772352551604
Computer Vision Engineer,141549,18,38,36.71487802623625
NLP Engineer,76305,48,43,62.145947433023224
Data Scientist,205894,39,66,38.564047601547784
Computer Vision Engineer,39577,38,28,62.30870804182326
Software Engineer AI,49007,14,34,40.20724652238588
Software Engineer AI,119480,25,70,81.16402157927006
NLP Engineer,110643,19,14,55.59093842257854
Machine Learning Engineer,162288,48,16,42.71607244768143
Machine Learning Engineer,110895,71,99,42.79983863305632
Software Engineer AI,29835,63,63,35.46243532028706
Machine Learning Engineer,84319,17,87,42.38128679036037
Computer Vision Engineer,36488,6,66,68.58736716060828
NLP Engineer,75198,75,47,67.48446494446901
AI Engineer,141143,51,32,44.814824600022995
AI Engineer,123369,84,18,69.67908828970008
Machine Learning Engineer,69370,75,65,67.18240663172632
AI Engineer,130128,70,23,62.1466082364918
Data Scientist,113948,57,31,69.11599034829324
Data Scientist,72402,34,3,43.438578520593715
Data Scientist,51439,50,5,60.10018543300457
AI Engineer,81541,4,5,94.61472361554246
Software Engineer AI,60428,49,80,82.5227538774113
Software Engineer AI,96344,34,42,23.652737481034244
Machine Learning Engineer,82947,24,82,60.68643285069953
NLP Engineer,77561,2,8,62.01016297486685
Research Scientist,112471,22,12,38.137057866801
Data Analyst,106101,92,56,37.08082766951651
Software Engineer AI,59694,42,12,98.62669094846466
